iter	Passed	Remaining
572	44077	32846
573	44148	32765
574	44217	32682
575	44284	32598
576	44353	32515
577	44423	32433
578	44494	32352
579	44565	32271
580	44654	32203
581	44824	32193
582	44893	32110
583	44967	32031
584	45035	31948
585	45102	31864
586	45180	31788
587	45261	31714
588	45334	31633
589	45400	31549
590	45467	31465
591	45531	31379
592	45604	31299
593	45668	31214
594	45740	31134
595	45811	31053
596	45885	30974
597	45960	30896
598	46026	30812
599	46086	30724
600	46157	30643
601	46226	30562
602	46293	30478
603	46362	30396
604	46426	30311
605	46493	30228
606	46560	30145
607	46626	30061
608	46689	29976
609	46752	29890
610	46818	29807
611	46884	29724
612	46949	29640
613	47017	29558
614	47084	29475
615	47148	29391
616	47215	29309
617	47282	29226
618	47351	29145
619	47412	29059
620	47471	28972
621	47551	28897
622	47622	28818
623	47699	28742
624	47768	28660
625	47835	28578
626	47914	28504
627	47988	28426
628	48067	28351
629	48170	28290
630	48253	28218
631	48359	28158
632	48453	28092
633	48542	28023
634	48630	27952
635	48721	27884
636	48798	27808
637	48872	27730
638	48947	27652
639	49028	27578
640	49120	27510
641	49202	27436
642	49291	27366
643	49370	27291
644	49473	27229
645	49578	27168
646	49670	27100
647	49761	27031
648	49879	26976
649	49965	26904
650	50062	26838
651	50133	26758
652	50207	26679
653	50276	26598
654	50351	26521
655	50422	26440
656	50574	26403
657	50688	26345
658	50790	26281
659	50875	26208
660	50943	26126
661	51021	26050
662	51090	25968
663	51164	25890
664	51234	25809
665	51307	25730
666	51387	25655
667	51467	25579
668	51542	25501
669	51621	25425
670	51697	25348
671	51784	25275
672	51874	25205
673	51950	25127
674	52024	25048
675	52089	24966
676	52158	24884
677	52227	24804
678	52288	24719
679	52356	24638
680	52427	24558
681	52492	24476
682	52568	24398
683	52640	24319
684	52703	24235
685	52763	24151
686	52830	24069
687	52898	23988
688	52966	23907
689	53034	23827
690	53101	23746
691	53169	23664
692	53236	23584
693	53302	23502
694	53384	23427
695	53454	23347
696	53527	23269
697	53601	23191
698	53675	23113
699	53752	23036
700	53825	22958
701	53899	22880
702	53974	22802
703	54044	22723
704	54106	22640
705	54173	22559
706	54259	22486
707	54330	22407
708	54405	22330
709	54491	22256
710	54557	22175
711	54618	22092
712	54687	22012
713	54752	21931
714	54820	21851
715	54892	21773
716	54955	21691
717	55051	21621
718	55115	21540
719	55184	21460
720	55252	21380
721	55319	21300
722	55385	21219
723	55447	21137
724	55530	21063
725	55599	20983
726	55666	20903
727	55733	20823
728	55802	20744
729	55882	20668
730	55954	20590
731	56026	20512
732	56102	20435
733	56175	20357
734	56255	20282
735	56371	20220
736	56485	20156
737	56586	20089
738	56669	20014
739	56747	19938
740	56825	19862
741	56914	19789
742	56990	19712
743	57072	19637
744	57154	19563
745	57232	19486
746	57305	19408
747	57388	19333
748	57470	19258
749	57539	19179
750	57603	19099
751	57665	19017
752	57736	18938
753	57795	18856
754	57863	18777
755	57951	18703
756	58062	18638
757	58129	18558
758	58200	18480
759	58267	18400
760	58330	18319
761	58413	18244
762	58509	18174
763	58583	18096
764	58657	18018
765	58720	17938
766	58786	17858
767	58855	17779
768	58929	17701
769	58997	17622
770	59067	17543
771	59131	17463
772	59209	17387
773	59278	17308
774	59352	17231
775	59425	17153
776	59500	17076
777	59566	16997
778	59629	16916
779	59702	16839
780	59767	16759
781	59830	16679
782	59893	16598
783	59961	16520
784	60029	16441
785	60096	16362
786	60164	16283
787	60226	16203
788	60289	16123
789	60357	16044
790	60414	15962
791	60478	15883
792	60546	15804
793	60613	15725
794	60682	15647
795	60744	15567
796	60810	15488
797	60879	15410
798	60939	15330
799	61004	15251
800	61068	15171
801	61141	15094
802	61202	15014
803	61261	14934
804	61332	14856
805	61396	14777
806	61452	14696
807	61510	14616
808	61574	14537
809	61638	14458
810	61704	14379
811	61783	14304
812	61864	14229
813	61938	14152
814	62002	14074
815	62072	13996
816	62135	13917
817	62203	13839
818	62270	13761
819	62338	13684
820	62401	13605
821	62467	13527
822	62532	13448
823	62597	13370
824	62661	13291
825	62722	13212
826	62783	13133
827	62850	13055
828	62910	12976
829	62974	12898
830	63040	12820
831	63107	12742
832	63178	12666
833	63241	12587
834	63307	12509
835	63375	12432
836	63442	12355
837	63503	12276
838	63562	12197
839	63629	12119
840	63688	12041
841	63750	11962
842	63813	11884
843	63880	11807
844	63953	11731
845	64032	11655
846	64103	11579
847	64178	11503
848	64241	11425
849	64312	11349
850	64376	11271
851	64442	11194
852	64510	11117
853	64579	11040
854	64660	10965
855	64727	10888
856	64789	10810
857	64850	10732
858	64917	10655
859	64983	10578
860	65048	10501
861	65117	10424
862	65190	10348
863	65256	10271
864	65331	10196
865	65401	10119
866	65467	10042
867	65535	9966
868	65604	9889
869	65678	9814
870	65751	9738
871	65820	9661
872	65884	9584
873	65981	9512
874	66054	9436
875	66127	9360
876	66192	9283
877	66257	9206
878	66322	9129
879	66384	9052
880	66449	8975
881	66513	8898
882	66597	8824
883	66661	8747
884	66741	8672
885	66801	8595
886	66864	8518
887	66930	8441
888	66992	8364
889	67053	8287
890	67113	8210
891	67178	8133
892	67245	8057
893	67309	7980
894	67367	7903
895	67433	7827
896	67490	7749
897	67556	7673
898	67624	7597
899	67691	7521
900	67755	7444
901	67827	7369
902	67894	7293
903	67950	7215
904	68018	7140
905	68085	7064
906	68144	6987
907	68207	6910
908	68278	6835
909	68347	6759
910	68411	6683
911	68478	6607
912	68545	6531
913	68616	6456
914	68680	6380
915	68749	6304
916	68819	6229
917	68881	6152
918	68950	6077
919	69015	6001
920	69084	5925
921	69149	5849
922	69214	5774
923	69283	5698
924	69348	5622
925	69418	5547
926	69484	5471
927	69548	5396
928	69613	5320
929	69680	5244
930	69750	5169
931	69818	5094
932	69880	5018
933	69942	4942
934	70014	4867
935	70077	4791
936	70143	4716
937	70210	4640
938	70274	4565
939	70336	4489
940	70403	4414
941	70472	4339
942	70540	4263
943	70606	4188
944	70660	4112
945	70725	4037
946	70787	3961
947	70854	3886
948	70918	3811
949	70986	3736
950	71053	3661
951	71120	3585
952	71179	3510
953	71244	3435
954	71311	3360
955	71375	3285
956	71440	3209
957	71508	3135
958	71578	3060
959	71638	2984
960	71707	2910
961	71772	2835
962	71847	2760
963	71916	2685
964	71985	2610
965	72055	2536
966	72123	2461
967	72196	2386
968	72264	2311
969	72337	2237
970	72406	2162
971	72473	2087
972	72544	2013
973	72614	1938
974	72681	1863
975	72749	1788
976	72816	1714
977	72885	1639
978	72954	1564
979	73020	1490
980	73087	1415
981	73151	1340
982	73223	1266
983	73295	1191
984	73362	1117
985	73426	1042
986	73497	968
987	73569	893
988	73635	818
989	73703	744
990	73772	669
991	73843	595
992	73910	521
993	73991	446
994	74063	372
995	74130	297
996	74196	223
997	74260	148
998	74321	74
999	74406	0
