iter	Passed	Remaining
141	5787	34970
142	5829	34937
143	5872	34906
144	5915	34883
145	5958	34852
146	6000	34821
147	6035	34745
148	6075	34696
149	6119	34677
150	6164	34657
151	6210	34649
152	6253	34621
153	6297	34593
154	6340	34567
155	6386	34551
156	6428	34515
157	6464	34449
158	6506	34413
159	6543	34352
160	6570	34238
161	6609	34190
162	6652	34157
163	6691	34110
164	6733	34077
165	6777	34049
166	6823	34036
167	6862	33988
168	6901	33937
169	6944	33903
170	6980	33839
171	7024	33816
172	7069	33794
173	7108	33747
174	7150	33707
175	7193	33678
176	7232	33627
177	7273	33586
178	7312	33537
179	7349	33479
180	7393	33455
181	7430	33394
182	7474	33368
183	7517	33337
184	7561	33312
185	7605	33282
186	7646	33244
187	7689	33213
188	7731	33176
189	7774	33141
190	7818	33114
191	7856	33061
192	7897	33023
193	7939	32984
194	7983	32955
195	8023	32911
196	8068	32889
197	8107	32840
198	8145	32787
199	8188	32752
200	8230	32717
201	8274	32689
202	8314	32643
203	8354	32599
204	8396	32563
205	8440	32532
206	8483	32499
207	8516	32429
208	8555	32381
209	8594	32330
210	8629	32269
211	8674	32244
212	8718	32213
213	8763	32186
214	8807	32158
215	8846	32109
216	8890	32079
217	8930	32033
218	8975	32009
219	9022	31989
220	9061	31939
221	9103	31904
222	9144	31862
223	9188	31833
224	9232	31802
225	9278	31776
226	9321	31743
227	9364	31708
228	9409	31679
229	9448	31633
230	9490	31594
231	9534	31563
232	9575	31522
233	9612	31466
234	9653	31424
235	9692	31378
236	9728	31321
237	9775	31299
238	9820	31269
239	9861	31229
240	9904	31193
241	9948	31161
242	9994	31135
243	10039	31106
244	10069	31029
245	10111	30992
246	10150	30945
247	10193	30908
248	10231	30859
249	10275	30826
250	10314	30780
251	10357	30744
252	10396	30697
253	10438	30658
254	10480	30620
255	10520	30575
256	10564	30543
257	10609	30512
258	10652	30476
259	10694	30438
260	10736	30400
261	10776	30355
262	10813	30301
263	10854	30260
264	10898	30226
265	10941	30191
266	10980	30145
267	11022	30106
268	11066	30071
269	11101	30014
270	11143	29975
271	11179	29921
272	11223	29887
273	11269	29859
274	11308	29813
275	11346	29763
276	11389	29727
277	11427	29677
278	11470	29641
279	11509	29595
280	11552	29560
281	11595	29522
282	11637	29485
283	11681	29451
284	11720	29402
285	11761	29362
286	11802	29320
287	11840	29273
288	11883	29235
289	11928	29203
290	11964	29151
291	12006	29110
292	12048	29073
293	12090	29033
294	12130	28990
295	12172	28950
296	12215	28915
297	12260	28882
298	12300	28837
299	12342	28799
300	12385	28761
301	12428	28724
302	12472	28689
303	12516	28655
304	12558	28616
305	12603	28585
306	12647	28549
307	12687	28505
308	12724	28455
309	12767	28417
310	12811	28382
311	12850	28337
312	12892	28296
313	12934	28257
314	12973	28212
315	13016	28175
316	13063	28146
317	13106	28109
318	13146	28064
319	13188	28025
320	13231	27988
321	13272	27946
322	13300	27877
323	13340	27833
324	13380	27789
325	13422	27750
326	13465	27714
327	13511	27682
328	13555	27646
329	13594	27600
330	13637	27564
331	13677	27520
332	13722	27487
333	13768	27453
334	13814	27421
335	13851	27372
336	13896	27340
337	13935	27293
338	13977	27253
339	14017	27210
340	14056	27164
341	14100	27129
342	14139	27083
343	14179	27040
344	14218	26994
345	14256	26947
346	14298	26907
347	14339	26866
348	14378	26820
349	14420	26781
350	14458	26733
351	14499	26692
352	14543	26656
353	14586	26618
354	14625	26573
355	14667	26533
356	14707	26489
357	14744	26441
358	14778	26387
359	14815	26339
360	14853	26291
361	14892	26246
362	14933	26205
363	14976	26166
364	15015	26122
365	15056	26082
366	15098	26041
367	15139	25999
368	15172	25945
369	15209	25898
370	15244	25845
371	15281	25797
372	15318	25750
373	15361	25711
374	15403	25672
375	15443	25630
376	15491	25600
377	15534	25561
378	15571	25514
379	15611	25472
380	15649	25425
381	15693	25389
382	15737	25352
383	15777	25309
384	15813	25260
385	15855	25221
386	15893	25174
387	15933	25131
388	15969	25082
389	16006	25036
390	16042	24987
391	16084	24946
392	16124	24905
393	16165	24863
394	16206	24821
395	16245	24777
396	16288	24740
397	16329	24700
398	16370	24658
399	16406	24609
400	16446	24567
401	16487	24525
402	16527	24484
403	16563	24435
404	16601	24389
405	16642	24348
406	16683	24307
407	16720	24260
408	16756	24212
409	16796	24171
410	16833	24123
411	16874	24082
412	16915	24041
413	16956	24001
414	16994	23956
415	17035	23915
416	17077	23875
417	17118	23834
418	17158	23792
419	17198	23750
420	17235	23704
421	17277	23665
422	17317	23621
423	17357	23579
424	17394	23533
425	17434	23491
426	17475	23450
427	17517	23411
428	17557	23368
429	17595	23324
430	17632	23278
431	17673	23236
432	17713	23195
433	17750	23149
434	17781	23095
435	17818	23049
436	17854	23002
437	17891	22956
438	17929	22912
439	17964	22863
440	18005	22823
441	18042	22778
442	18083	22737
443	18124	22695
444	18163	22652
445	18198	22605
446	18237	22561
447	18277	22519
448	18310	22469
449	18346	22423
450	18385	22380
451	18425	22338
452	18459	22290
453	18499	22248
454	18539	22206
455	18577	22162
456	18617	22121
457	18653	22074
458	18695	22035
459	18736	21994
460	18775	21952
461	18814	21910
462	18851	21864
463	18886	21816
464	18924	21773
465	18964	21731
466	18999	21684
467	19042	21646
468	19081	21604
469	19109	21548
470	19149	21507
471	19190	21466
472	19226	21421
473	19266	21379
474	19305	21337
475	19347	21298
476	19387	21257
477	19427	21216
478	19467	21174
479	19506	21131
480	19546	21090
481	19589	21052
482	19632	21014
483	19669	20970
484	19704	20922
485	19741	20878
486	19780	20836
487	19824	20799
488	19863	20757
489	19900	20712
490	19934	20665
491	19969	20618
492	20007	20575
493	20047	20534
494	20088	20494
495	20127	20452
496	20168	20411
497	20206	20368
498	20238	20319
499	20275	20275
500	20317	20236
501	20358	20196
502	20397	20153
503	20437	20113
504	20478	20072
505	20516	20029
506	20554	19987
507	20595	19946
508	20629	19899
509	20671	19860
510	20708	19817
511	20744	19771
512	20785	19732
513	20827	19693
514	20870	19654
515	20906	19609
516	20942	19565
517	20981	19523
518	21014	19476
519	21054	19435
520	21092	19391
521	21133	19352
522	21175	19313
523	21211	19268
524	21247	19224
525	21284	19180
526	21320	19136
527	21372	19105
528	21414	19066
529	21452	19024
530	21491	18982
531	21530	18940
532	21569	18898
533	21605	18854
534	21643	18812
535	21679	18767
536	21722	18729
537	21759	18685
538	21805	18650
539	21858	18620
540	21898	18579
541	21938	18538
542	21975	18494
543	22010	18450
544	22048	18407
545	22077	18357
546	22116	18315
547	22155	18274
548	22198	18236
549	22238	18195
550	22271	18148
551	22309	18106
552	22347	18064
553	22383	18019
554	22422	17978
555	22461	17937
556	22500	17895
557	22539	17853
558	22578	17812
559	22616	17770
560	22657	17730
561	22697	17689
562	22733	17645
563	22771	17603
564	22811	17563
565	22853	17523
566	22889	17480
567	22930	17440
568	22970	17399
569	23004	17354
570	23038	17309
571	23078	17268
572	23113	17224
573	23150	17181
574	23188	17139
575	23223	17094
576	23263	17054
577	23298	17009
578	23337	16968
579	23375	16927
580	23415	16886
581	23454	16845
582	23490	16802
583	23528	16760
584	23561	16714
585	23598	16671
586	23636	16630
587	23675	16589
588	23711	16545
589	23751	16505
590	23791	16464
591	23828	16422
592	23868	16381
593	23903	16338
594	23945	16299
595	23990	16261
596	24033	16223
597	24073	16183
598	24116	16144
599	24154	16102
600	24191	16060
601	24230	16019
602	24268	15977
603	24307	15936
604	24346	15895
605	24385	15854
606	24421	15811
607	24452	15765
608	24491	15724
609	24529	15682
610	24568	15641
611	24606	15600
612	24646	15559
613	24685	15518
614	24726	15478
615	24767	15439
616	24810	15401
617	24849	15359
618	24892	15321
619	24934	15282
620	24972	15240
621	25006	15196
622	25044	15155
623	25083	15114
624	25126	15075
625	25165	15034
626	25206	14995
627	25248	14956
628	25293	14918
629	25323	14872
630	25357	14828
631	25396	14788
632	25440	14749
633	25479	14709
634	25516	14667
635	25553	14624
636	25594	14585
637	25632	14543
638	25672	14503
639	25710	14462
640	25750	14422
641	25790	14381
642	25832	14342
643	25871	14301
644	25910	14260
645	25945	14217
646	25983	14176
647	26020	14134
648	26054	14091
649	26093	14050
650	26135	14011
651	26178	13972
652	26216	13931
653	26260	13893
654	26304	13854
655	26342	13813
656	26386	13775
657	26429	13737
658	26469	13696
659	26506	13654
660	26542	13612
661	26579	13570
662	26615	13528
663	26652	13486
664	26694	13447
665	26735	13408
666	26778	13369
667	26819	13329
668	26855	13287
669	26891	13244
670	26931	13204
671	26972	13165
672	27006	13122
673	27044	13080
674	27080	13038
675	27122	12999
676	27163	12959
677	27199	12917
678	27240	12878
679	27284	12839
680	27321	12798
681	27359	12757
682	27394	12714
683	27435	12674
684	27471	12632
685	27511	12592
686	27551	12552
687	27591	12512
688	27629	12471
689	27670	12431
690	27706	12389
691	27745	12349
692	27794	12312
693	27831	12271
694	27866	12229
695	27905	12188
696	27945	12148
697	27983	12107
698	28027	12069
699	28067	12028
700	28104	11987
701	28142	11946
702	28181	11905
703	28217	11864
704	28259	11824
705	28297	11783
706	28337	11743
707	28376	11703
708	28413	11661
709	28454	11622
710	28494	11582
711	28528	11539
712	28565	11498
713	28606	11458
714	28645	11418
715	28686	11378
716	28728	11339
717	28768	11299
718	28804	11257
719	28841	11216
720	28877	11174
721	28916	11134
722	28947	11090
723	28983	11048
724	29016	11006
725	29054	10965
726	29092	10924
727	29129	10883
728	29168	10843
729	29209	10803
730	29248	10762
731	29284	10721
732	29321	10680
733	29357	10639
734	29397	10599
735	29440	10560
736	29475	10518
737	29513	10477
738	29546	10435
739	29582	10393
740	29622	10353
741	29663	10314
742	29697	10272
743	29735	10231
744	29773	10190
745	29813	10150
746	29853	10110
747	29893	10071
748	29930	10030
749	29966	9988
750	30010	9950
751	30048	9909
752	30088	9869
753	30127	9829
754	30170	9790
755	30213	9751
756	30254	9711
757	30295	9672
758	30334	9631
759	30371	9590
760	30412	9551
761	30448	9510
762	30489	9470
763	30530	9430
764	30567	9390
765	30604	9349
766	30640	9308
767	30681	9268
768	30722	9228
769	30763	9189
770	30806	9149
771	30846	9110
772	30883	9069
773	30924	9029
774	30969	8991
775	31008	8950
776	31048	8911
777	31083	8869
778	31127	8830
779	31168	8791
780	31207	8750
781	31248	8711
782	31278	8668
783	31319	8628
784	31357	8588
785	31398	8548
786	31437	8508
787	31477	8468
788	31515	8428
789	31552	8387
790	31590	8347
791	31626	8306
792	31664	8265
793	31704	8225
794	31747	8186
795	31782	8145
796	31818	8104
797	31859	8064
798	31896	8024
799	31934	7983
800	31975	7944
801	32015	7904
802	32056	7864
803	32097	7824
804	32135	7784
805	32179	7745
806	32219	7705
807	32261	7666
808	32298	7625
809	32336	7585
810	32376	7545
811	32419	7506
812	32456	7465
813	32501	7426
814	32539	7386
815	32572	7344
816	32609	7304
817	32642	7262
818	32679	7222
819	32715	7181
820	32756	7141
821	32796	7101
822	32828	7060
823	32864	7019
824	32908	6980
825	32952	6941
826	32988	6900
827	33014	6858
828	33048	6816
829	33087	6776
830	33127	6737
831	33165	6696
832	33207	6657
833	33243	6616
834	33285	6577
835	33322	6537
836	33363	6497
837	33405	6457
838	33441	6417
839	33482	6377
840	33522	6337
841	33563	6298
842	33605	6258
843	33654	6220
844	33704	6182
845	33748	6143
846	33796	6104
847	33832	6064
848	33872	6024
849	33915	5985
850	33957	5945
851	33996	5905
852	34032	5864
853	34071	5824
854	34112	5785
855	34152	5745
856	34193	5705
857	34232	5665
858	34274	5625
859	34308	5585
860	34345	5544
861	34383	5504
862	34424	5464
863	34466	5425
864	34501	5384
865	34538	5344
866	34579	5304
867	34618	5264
868	34660	5224
869	34703	5185
870	34741	5145
871	34785	5106
872	34820	5065
873	34862	5025
874	34904	4986
875	34946	4946
876	34982	4906
877	35013	4865
878	35053	4825
879	35091	4785
880	35127	4744
881	35161	4704
882	35198	4663
883	35245	4624
884	35286	4585
885	35326	4545
886	35367	4505
887	35402	4465
888	35443	4425
889	35469	4383
890	35507	4343
891	35549	4304
892	35590	4264
893	35632	4224
894	35668	4184
895	35706	4144
896	35746	4104
897	35788	4065
898	35820	4024
899	35862	3984
900	35904	3945
901	35942	3905
902	35980	3865
903	36020	3825
904	36061	3785
905	36103	3745
906	36144	3706
907	36185	3666
908	36228	3626
909	36271	3587
910	36311	3547
911	36353	3507
912	36395	3468
913	36437	3428
914	36473	3388
915	36505	3347
916	36543	3307
917	36577	3267
918	36616	3227
919	36657	3187
920	36699	3147
921	36738	3107
922	36779	3068
923	36817	3028
924	36860	2988
925	36899	2948
926	36941	2909
927	36984	2869
928	37021	2829
929	37058	2789
930	37095	2749
931	37136	2709
932	37175	2669
933	37215	2629
934	37257	2590
935	37300	2550
936	37341	2510
937	37375	2470
938	37410	2430
939	37452	2390
940	37491	2350
941	37534	2311
942	37572	2271
943	37613	2231
944	37653	2191
945	37695	2151
946	37728	2111
947	37767	2071
948	37809	2031
949	37847	1991
950	37877	1951
951	37914	1911
952	37952	1871
953	37994	1832
954	38031	1792
955	38071	1752
956	38112	1712
957	38149	1672
958	38191	1632
959	38232	1593
960	38278	1553
961	38318	1513
962	38358	1473
963	38396	1433
964	38434	1393
965	38473	1354
966	38512	1314
967	38553	1274
968	38584	1234
969	38628	1194
970	38670	1154
971	38711	1115
972	38752	1075
973	38794	1035
974	38836	995
975	38880	956
976	38923	916
977	38968	876
978	39007	836
979	39048	796
980	39091	757
981	39134	717
982	39175	677
983	39213	637
984	39251	597
985	39291	557
986	39329	518
987	39370	478
988	39407	438
989	39444	398
990	39485	358
991	39522	318
992	39557	278
993	39597	239
994	39640	199
995	39681	159
996	39725	119
997	39767	79
998	39808	39
999	39839	0
